week_start,year_week,product_id,product_name,category,actual_demand,forecast,forecast_error,ape
2023-12-04,2023-W49,PIPE-001,Copper Pipe 15mm,Pipes,94,84,-10,0.10638297872340426
2023-12-11,2023-W50,PIPE-001,Copper Pipe 15mm,Pipes,121,132,11,0.09090909090909091
2023-12-18,2023-W51,PIPE-001,Copper Pipe 15mm,Pipes,137,116,-21,0.15328467153284672
2023-12-25,2023-W52,PIPE-001,Copper Pipe 15mm,Pipes,130,150,20,0.15384615384615385
2024-01-01,2024-W00,PIPE-001,Copper Pipe 15mm,Pipes,132,129,-3,0.022727272727272728
2024-01-08,2024-W01,PIPE-001,Copper Pipe 15mm,Pipes,126,107,-19,0.15079365079365079
2024-01-15,2024-W02,PIPE-001,Copper Pipe 15mm,Pipes,157,176,19,0.12101910828025478
2024-01-22,2024-W03,PIPE-001,Copper Pipe 15mm,Pipes,134,152,18,0.13432835820895522
2024-01-29,2024-W04,PIPE-001,Copper Pipe 15mm,Pipes,166,145,-21,0.12650602409638553
2024-02-05,2024-W05,PIPE-001,Copper Pipe 15mm,Pipes,149,150,1,0.006711409395973154
2024-02-12,2024-W06,PIPE-001,Copper Pipe 15mm,Pipes,146,139,-7,0.04794520547945205
2024-02-19,2024-W07,PIPE-001,Copper Pipe 15mm,Pipes,136,134,-2,0.014705882352941176
2024-02-26,2024-W08,PIPE-001,Copper Pipe 15mm,Pipes,166,162,-4,0.024096385542168676
2024-03-04,2024-W09,PIPE-001,Copper Pipe 15mm,Pipes,168,197,29,0.17261904761904762
2024-03-11,2024-W10,PIPE-001,Copper Pipe 15mm,Pipes,166,176,10,0.060240963855421686
2024-03-18,2024-W11,PIPE-001,Copper Pipe 15mm,Pipes,192,169,-23,0.11979166666666667
2024-03-25,2024-W12,PIPE-001,Copper Pipe 15mm,Pipes,170,199,29,0.17058823529411765
2024-04-01,2024-W13,PIPE-001,Copper Pipe 15mm,Pipes,190,201,11,0.05789473684210526
2024-04-08,2024-W14,PIPE-001,Copper Pipe 15mm,Pipes,178,171,-7,0.03932584269662921
2024-04-15,2024-W15,PIPE-001,Copper Pipe 15mm,Pipes,179,167,-12,0.0670391061452514
2024-04-22,2024-W16,PIPE-001,Copper Pipe 15mm,Pipes,151,140,-11,0.0728476821192053
2024-04-29,2024-W17,PIPE-001,Copper Pipe 15mm,Pipes,129,147,18,0.13953488372093023
2024-05-06,2024-W18,PIPE-001,Copper Pipe 15mm,Pipes,174,194,20,0.11494252873563218
2024-05-13,2024-W19,PIPE-001,Copper Pipe 15mm,Pipes,168,173,5,0.02976190476190476
2024-05-20,2024-W20,PIPE-001,Copper Pipe 15mm,Pipes,167,190,23,0.1377245508982036
2024-05-27,2024-W21,PIPE-001,Copper Pipe 15mm,Pipes,179,173,-6,0.0335195530726257
2024-06-03,2024-W22,PIPE-001,Copper Pipe 15mm,Pipes,136,140,4,0.029411764705882353
2024-06-10,2024-W23,PIPE-001,Copper Pipe 15mm,Pipes,127,131,4,0.031496062992125984
2024-06-17,2024-W24,PIPE-001,Copper Pipe 15mm,Pipes,125,144,19,0.152
2024-06-24,2024-W25,PIPE-001,Copper Pipe 15mm,Pipes,155,161,6,0.03870967741935484
2024-07-01,2024-W26,PIPE-001,Copper Pipe 15mm,Pipes,163,179,16,0.09815950920245399
2024-07-08,2024-W27,PIPE-001,Copper Pipe 15mm,Pipes,124,144,20,0.16129032258064516
2024-07-15,2024-W28,PIPE-001,Copper Pipe 15mm,Pipes,125,124,-1,0.008
2024-07-22,2024-W29,PIPE-001,Copper Pipe 15mm,Pipes,139,140,1,0.007194244604316547
2024-07-29,2024-W30,PIPE-001,Copper Pipe 15mm,Pipes,136,158,22,0.16176470588235295
2024-08-05,2024-W31,PIPE-001,Copper Pipe 15mm,Pipes,132,133,1,0.007575757575757576
2024-08-12,2024-W32,PIPE-001,Copper Pipe 15mm,Pipes,128,109,-19,0.1484375
2024-08-19,2024-W33,PIPE-001,Copper Pipe 15mm,Pipes,109,94,-15,0.13761467889908258
2024-08-26,2024-W34,PIPE-001,Copper Pipe 15mm,Pipes,123,126,3,0.024390243902439025
2024-09-02,2024-W35,PIPE-001,Copper Pipe 15mm,Pipes,93,80,-13,0.13978494623655913
2024-09-09,2024-W36,PIPE-001,Copper Pipe 15mm,Pipes,110,115,5,0.045454545454545456
2024-09-16,2024-W37,PIPE-001,Copper Pipe 15mm,Pipes,96,86,-10,0.10416666666666667
2024-09-23,2024-W38,PIPE-001,Copper Pipe 15mm,Pipes,119,140,21,0.17647058823529413
2024-09-30,2024-W39,PIPE-001,Copper Pipe 15mm,Pipes,108,126,18,0.16666666666666666
2024-10-07,2024-W40,PIPE-001,Copper Pipe 15mm,Pipes,103,110,7,0.06796116504854369
2024-10-14,2024-W41,PIPE-001,Copper Pipe 15mm,Pipes,115,113,-2,0.017391304347826087
2024-10-21,2024-W42,PIPE-001,Copper Pipe 15mm,Pipes,91,95,4,0.04395604395604396
2024-10-28,2024-W43,PIPE-001,Copper Pipe 15mm,Pipes,117,119,2,0.017094017094017096
2024-11-04,2024-W44,PIPE-001,Copper Pipe 15mm,Pipes,98,94,-4,0.04081632653061224
2024-11-11,2024-W45,PIPE-001,Copper Pipe 15mm,Pipes,85,89,4,0.047058823529411764
2024-11-18,2024-W46,PIPE-001,Copper Pipe 15mm,Pipes,118,129,11,0.09322033898305085
2024-11-25,2024-W47,PIPE-001,Copper Pipe 15mm,Pipes,124,142,18,0.14516129032258066
2024-12-02,2024-W48,PIPE-001,Copper Pipe 15mm,Pipes,129,118,-11,0.08527131782945736
2024-12-09,2024-W49,PIPE-001,Copper Pipe 15mm,Pipes,135,143,8,0.05925925925925926
2024-12-16,2024-W50,PIPE-001,Copper Pipe 15mm,Pipes,147,165,18,0.12244897959183673
2024-12-23,2024-W51,PIPE-001,Copper Pipe 15mm,Pipes,125,136,11,0.088
2024-12-30,2024-W52,PIPE-001,Copper Pipe 15mm,Pipes,139,151,12,0.08633093525179857
2023-01-02,2023-W01,PIPE-002,Steel Pipe 22mm,Pipes,120,130,10,0.08333333333333333
2023-01-09,2023-W02,PIPE-002,Steel Pipe 22mm,Pipes,94,90,-4,0.0425531914893617
2023-01-16,2023-W03,PIPE-002,Steel Pipe 22mm,Pipes,105,99,-6,0.05714285714285714
2023-01-23,2023-W04,PIPE-002,Steel Pipe 22mm,Pipes,117,109,-8,0.06837606837606838
2023-01-30,2023-W05,PIPE-002,Steel Pipe 22mm,Pipes,103,102,-1,0.009708737864077669
2023-02-06,2023-W06,PIPE-002,Steel Pipe 22mm,Pipes,128,125,-3,0.0234375
2023-02-13,2023-W07,PIPE-002,Steel Pipe 22mm,Pipes,126,110,-16,0.12698412698412698
2023-02-20,2023-W08,PIPE-002,Steel Pipe 22mm,Pipes,130,136,6,0.046153846153846156
2023-02-27,2023-W09,PIPE-002,Steel Pipe 22mm,Pipes,118,116,-2,0.01694915254237288
2023-03-06,2023-W10,PIPE-002,Steel Pipe 22mm,Pipes,131,133,2,0.015267175572519083
2023-03-13,2023-W11,PIPE-002,Steel Pipe 22mm,Pipes,139,141,2,0.014388489208633094
2023-03-20,2023-W12,PIPE-002,Steel Pipe 22mm,Pipes,124,115,-9,0.07258064516129033
2023-03-27,2023-W13,PIPE-002,Steel Pipe 22mm,Pipes,149,135,-14,0.09395973154362416
2023-04-03,2023-W14,PIPE-002,Steel Pipe 22mm,Pipes,137,125,-12,0.08759124087591241
2023-04-10,2023-W15,PIPE-002,Steel Pipe 22mm,Pipes,131,132,1,0.007633587786259542
2023-04-17,2023-W16,PIPE-002,Steel Pipe 22mm,Pipes,163,147,-16,0.09815950920245399
2023-04-24,2023-W17,PIPE-002,Steel Pipe 22mm,Pipes,151,168,17,0.11258278145695365
2023-05-01,2023-W18,PIPE-002,Steel Pipe 22mm,Pipes,141,138,-3,0.02127659574468085
2023-05-08,2023-W19,PIPE-002,Steel Pipe 22mm,Pipes,152,137,-15,0.09868421052631579
2023-05-15,2023-W20,PIPE-002,Steel Pipe 22mm,Pipes,136,140,4,0.029411764705882353
2023-05-22,2023-W21,PIPE-002,Steel Pipe 22mm,Pipes,136,134,-2,0.014705882352941176
2023-05-29,2023-W22,PIPE-002,Steel Pipe 22mm,Pipes,140,125,-15,0.10714285714285714
2023-06-05,2023-W23,PIPE-002,Steel Pipe 22mm,Pipes,156,176,20,0.1282051282051282
2023-06-12,2023-W24,PIPE-002,Steel Pipe 22mm,Pipes,156,161,5,0.03205128205128205
2023-06-19,2023-W25,PIPE-002,Steel Pipe 22mm,Pipes,123,123,0,0.0
2023-06-26,2023-W26,PIPE-002,Steel Pipe 22mm,Pipes,167,146,-21,0.12574850299401197
2023-07-03,2023-W27,PIPE-002,Steel Pipe 22mm,Pipes,127,135,8,0.06299212598425197
2023-07-10,2023-W28,PIPE-002,Steel Pipe 22mm,Pipes,133,132,-1,0.007518796992481203
2023-07-17,2023-W29,PIPE-002,Steel Pipe 22mm,Pipes,119,116,-3,0.025210084033613446
2023-07-24,2023-W30,PIPE-002,Steel Pipe 22mm,Pipes,129,115,-14,0.10852713178294573
2023-07-31,2023-W31,PIPE-002,Steel Pipe 22mm,Pipes,115,115,0,0.0
2023-08-07,2023-W32,PIPE-002,Steel Pipe 22mm,Pipes,105,105,0,0.0
2023-08-14,2023-W33,PIPE-002,Steel Pipe 22mm,Pipes,125,147,22,0.176
2023-08-21,2023-W34,PIPE-002,Steel Pipe 22mm,Pipes,126,124,-2,0.015873015873015872
2023-08-28,2023-W35,PIPE-002,Steel Pipe 22mm,Pipes,122,134,12,0.09836065573770492
2023-09-04,2023-W36,PIPE-002,Steel Pipe 22mm,Pipes,100,112,12,0.12
2023-09-11,2023-W37,PIPE-002,Steel Pipe 22mm,Pipes,91,87,-4,0.04395604395604396
2023-09-18,2023-W38,PIPE-002,Steel Pipe 22mm,Pipes,119,124,5,0.04201680672268908
2023-09-25,2023-W39,PIPE-002,Steel Pipe 22mm,Pipes,116,112,-4,0.034482758620689655
2023-10-02,2023-W40,PIPE-002,Steel Pipe 22mm,Pipes,83,72,-11,0.13253012048192772
2023-10-09,2023-W41,PIPE-002,Steel Pipe 22mm,Pipes,112,131,19,0.16964285714285715
2023-10-16,2023-W42,PIPE-002,Steel Pipe 22mm,Pipes,99,105,6,0.06060606060606061
2023-10-23,2023-W43,PIPE-002,Steel Pipe 22mm,Pipes,111,106,-5,0.04504504504504504
2023-10-30,2023-W44,PIPE-002,Steel Pipe 22mm,Pipes,89,85,-4,0.0449438202247191
2023-11-06,2023-W45,PIPE-002,Steel Pipe 22mm,Pipes,102,100,-2,0.0196078431372549
2023-11-13,2023-W46,PIPE-002,Steel Pipe 22mm,Pipes,111,128,17,0.15315315315315314
2023-11-20,2023-W47,PIPE-002,Steel Pipe 22mm,Pipes,131,113,-18,0.13740458015267176
2023-11-27,2023-W48,PIPE-002,Steel Pipe 22mm,Pipes,141,162,21,0.14893617021276595
2023-12-04,2023-W49,PIPE-002,Steel Pipe 22mm,Pipes,126,109,-17,0.1349206349206349
2023-12-11,2023-W50,PIPE-002,Steel Pipe 22mm,Pipes,139,129,-10,0.07194244604316546
2023-12-18,2023-W51,PIPE-002,Steel Pipe 22mm,Pipes,129,146,17,0.13178294573643412
2023-12-25,2023-W52,PIPE-002,Steel Pipe 22mm,Pipes,129,128,-1,0.007751937984496124
2024-01-01,2024-W00,PIPE-002,Steel Pipe 22mm,Pipes,153,132,-21,0.13725490196078433
2024-01-08,2024-W01,PIPE-002,Steel Pipe 22mm,Pipes,145,124,-21,0.14482758620689656
2024-01-15,2024-W02,PIPE-002,Steel Pipe 22mm,Pipes,159,171,12,0.07547169811320754
2024-01-22,2024-W03,PIPE-002,Steel Pipe 22mm,Pipes,132,121,-11,0.08333333333333333
2024-01-29,2024-W04,PIPE-002,Steel Pipe 22mm,Pipes,148,128,-20,0.13513513513513514
2024-02-05,2024-W05,PIPE-002,Steel Pipe 22mm,Pipes,200,203,3,0.015
2024-02-12,2024-W06,PIPE-002,Steel Pipe 22mm,Pipes,188,210,22,0.11702127659574468
2024-02-19,2024-W07,PIPE-002,Steel Pipe 22mm,Pipes,175,149,-26,0.14857142857142858
2024-02-26,2024-W08,PIPE-002,Steel Pipe 22mm,Pipes,187,201,14,0.0748663101604278
2024-03-04,2024-W09,PIPE-002,Steel Pipe 22mm,Pipes,214,227,13,0.06074766355140187
2024-03-11,2024-W10,PIPE-002,Steel Pipe 22mm,Pipes,149,143,-6,0.040268456375838924
2024-03-18,2024-W11,PIPE-002,Steel Pipe 22mm,Pipes,181,176,-5,0.027624309392265192
2024-03-25,2024-W12,PIPE-002,Steel Pipe 22mm,Pipes,175,161,-14,0.08
2024-04-01,2024-W13,PIPE-002,Steel Pipe 22mm,Pipes,166,142,-24,0.14457831325301204
2024-04-08,2024-W14,PIPE-002,Steel Pipe 22mm,Pipes,235,224,-11,0.04680851063829787
2024-04-15,2024-W15,PIPE-002,Steel Pipe 22mm,Pipes,207,225,18,0.08695652173913043
2024-04-22,2024-W16,PIPE-002,Steel Pipe 22mm,Pipes,215,232,17,0.07906976744186046
2024-04-29,2024-W17,PIPE-002,Steel Pipe 22mm,Pipes,185,173,-12,0.06486486486486487
2024-05-06,2024-W18,PIPE-002,Steel Pipe 22mm,Pipes,187,210,23,0.12299465240641712
2024-05-13,2024-W19,PIPE-002,Steel Pipe 22mm,Pipes,193,164,-29,0.15025906735751296
2024-05-20,2024-W20,PIPE-002,Steel Pipe 22mm,Pipes,202,181,-21,0.10396039603960396
2024-05-27,2024-W21,PIPE-002,Steel Pipe 22mm,Pipes,211,184,-27,0.12796208530805686
2024-06-03,2024-W22,PIPE-002,Steel Pipe 22mm,Pipes,149,173,24,0.1610738255033557
2024-06-10,2024-W23,PIPE-002,Steel Pipe 22mm,Pipes,195,215,20,0.10256410256410256
2024-06-17,2024-W24,PIPE-002,Steel Pipe 22mm,Pipes,179,196,17,0.09497206703910614
2024-06-24,2024-W25,PIPE-002,Steel Pipe 22mm,Pipes,213,225,12,0.056338028169014086
2024-07-01,2024-W26,PIPE-002,Steel Pipe 22mm,Pipes,186,196,10,0.053763440860215055
2024-07-08,2024-W27,PIPE-002,Steel Pipe 22mm,Pipes,169,184,15,0.08875739644970414
2024-07-15,2024-W28,PIPE-002,Steel Pipe 22mm,Pipes,166,183,17,0.10240963855421686
2024-07-22,2024-W29,PIPE-002,Steel Pipe 22mm,Pipes,161,141,-20,0.12422360248447205
2024-07-29,2024-W30,PIPE-002,Steel Pipe 22mm,Pipes,174,175,1,0.005747126436781609
2024-08-05,2024-W31,PIPE-002,Steel Pipe 22mm,Pipes,165,164,-1,0.006060606060606061
2024-08-12,2024-W32,PIPE-002,Steel Pipe 22mm,Pipes,148,153,5,0.033783783783783786
2024-08-19,2024-W33,PIPE-002,Steel Pipe 22mm,Pipes,140,147,7,0.05
2024-08-26,2024-W34,PIPE-002,Steel Pipe 22mm,Pipes,149,167,18,0.12080536912751678
2024-09-02,2024-W35,PIPE-002,Steel Pipe 22mm,Pipes,138,144,6,0.043478260869565216
2024-09-09,2024-W36,PIPE-002,Steel Pipe 22mm,Pipes,119,107,-12,0.10084033613445378
2024-09-16,2024-W37,PIPE-002,Steel Pipe 22mm,Pipes,116,105,-11,0.09482758620689655
2024-09-23,2024-W38,PIPE-002,Steel Pipe 22mm,Pipes,128,136,8,0.0625
2024-09-30,2024-W39,PIPE-002,Steel Pipe 22mm,Pipes,157,138,-19,0.12101910828025478
2024-10-07,2024-W40,PIPE-002,Steel Pipe 22mm,Pipes,146,167,21,0.14383561643835616
2024-10-14,2024-W41,PIPE-002,Steel Pipe 22mm,Pipes,110,110,0,0.0
2024-10-21,2024-W42,PIPE-002,Steel Pipe 22mm,Pipes,119,116,-3,0.025210084033613446
2024-10-28,2024-W43,PIPE-002,Steel Pipe 22mm,Pipes,142,157,15,0.1056338028169014
2024-11-04,2024-W44,PIPE-002,Steel Pipe 22mm,Pipes,133,153,20,0.15037593984962405
2024-11-11,2024-W45,PIPE-002,Steel Pipe 22mm,Pipes,145,136,-9,0.06206896551724138
2024-11-18,2024-W46,PIPE-002,Steel Pipe 22mm,Pipes,118,132,14,0.11864406779661017
2024-11-25,2024-W47,PIPE-002,Steel Pipe 22mm,Pipes,140,134,-6,0.04285714285714286
2024-12-02,2024-W48,PIPE-002,Steel Pipe 22mm,Pipes,156,149,-7,0.04487179487179487
2024-12-09,2024-W49,PIPE-002,Steel Pipe 22mm,Pipes,173,181,8,0.046242774566473986
2024-12-16,2024-W50,PIPE-002,Steel Pipe 22mm,Pipes,165,186,21,0.12727272727272726
2024-12-23,2024-W51,PIPE-002,Steel Pipe 22mm,Pipes,161,160,-1,0.006211180124223602
2024-12-30,2024-W52,PIPE-002,Steel Pipe 22mm,Pipes,132,112,-20,0.15151515151515152
2023-01-02,2023-W01,VALV-001,"Ball Valve 1/2""",Valves,235,214,-21,0.08936170212765958
2023-01-09,2023-W02,VALV-001,"Ball Valve 1/2""",Valves,265,262,-3,0.011320754716981131
2023-01-16,2023-W03,VALV-001,"Ball Valve 1/2""",Valves,279,293,14,0.05017921146953405
2023-01-23,2023-W04,VALV-001,"Ball Valve 1/2""",Valves,248,243,-5,0.020161290322580645
2023-01-30,2023-W05,VALV-001,"Ball Valve 1/2""",Valves,219,236,17,0.0776255707762557
2023-02-06,2023-W06,VALV-001,"Ball Valve 1/2""",Valves,254,269,15,0.05905511811023622
2023-02-13,2023-W07,VALV-001,"Ball Valve 1/2""",Valves,242,226,-16,0.06611570247933884
2023-02-20,2023-W08,VALV-001,"Ball Valve 1/2""",Valves,310,341,31,0.1
2023-02-27,2023-W09,VALV-001,"Ball Valve 1/2""",Valves,265,278,13,0.04905660377358491
2023-03-06,2023-W10,VALV-001,"Ball Valve 1/2""",Valves,341,331,-10,0.02932551319648094
2023-03-13,2023-W11,VALV-001,"Ball Valve 1/2""",Valves,323,347,24,0.07430340557275542
2023-03-20,2023-W12,VALV-001,"Ball Valve 1/2""",Valves,314,320,6,0.01910828025477707
2023-03-27,2023-W13,VALV-001,"Ball Valve 1/2""",Valves,364,391,27,0.07417582417582418
2023-04-03,2023-W14,VALV-001,"Ball Valve 1/2""",Valves,291,301,10,0.03436426116838488
2023-04-10,2023-W15,VALV-001,"Ball Valve 1/2""",Valves,287,334,47,0.16376306620209058
2023-04-17,2023-W16,VALV-001,"Ball Valve 1/2""",Valves,321,356,35,0.10903426791277258
2023-04-24,2023-W17,VALV-001,"Ball Valve 1/2""",Valves,347,300,-47,0.13544668587896252
2023-05-01,2023-W18,VALV-001,"Ball Valve 1/2""",Valves,246,212,-34,0.13821138211382114
2023-05-08,2023-W19,VALV-001,"Ball Valve 1/2""",Valves,336,380,44,0.13095238095238096
2023-05-15,2023-W20,VALV-001,"Ball Valve 1/2""",Valves,277,286,9,0.032490974729241874
2023-05-22,2023-W21,VALV-001,"Ball Valve 1/2""",Valves,238,214,-24,0.10084033613445378
2023-05-29,2023-W22,VALV-001,"Ball Valve 1/2""",Valves,339,301,-38,0.11209439528023599
2023-06-05,2023-W23,VALV-001,"Ball Valve 1/2""",Valves,352,405,53,0.15056818181818182
2023-06-12,2023-W24,VALV-001,"Ball Valve 1/2""",Valves,278,244,-34,0.1223021582733813
2023-06-19,2023-W25,VALV-001,"Ball Valve 1/2""",Valves,312,326,14,0.04487179487179487
2023-06-26,2023-W26,VALV-001,"Ball Valve 1/2""",Valves,336,318,-18,0.05357142857142857
2023-07-03,2023-W27,VALV-001,"Ball Valve 1/2""",Valves,292,259,-33,0.11301369863013698
2023-07-10,2023-W28,VALV-001,"Ball Valve 1/2""",Valves,283,290,7,0.024734982332155476
2023-07-17,2023-W29,VALV-001,"Ball Valve 1/2""",Valves,305,296,-9,0.029508196721311476
2023-07-24,2023-W30,VALV-001,"Ball Valve 1/2""",Valves,270,240,-30,0.1111111111111111
2023-07-31,2023-W31,VALV-001,"Ball Valve 1/2""",Valves,280,240,-40,0.14285714285714285
2023-08-07,2023-W32,VALV-001,"Ball Valve 1/2""",Valves,200,204,4,0.02
2023-08-14,2023-W33,VALV-001,"Ball Valve 1/2""",Valves,270,292,22,0.08148148148148149
2023-08-21,2023-W34,VALV-001,"Ball Valve 1/2""",Valves,195,206,11,0.05641025641025641
2023-08-28,2023-W35,VALV-001,"Ball Valve 1/2""",Valves,196,193,-3,0.015306122448979591
2023-09-04,2023-W36,VALV-001,"Ball Valve 1/2""",Valves,179,191,12,0.0670391061452514
2023-09-11,2023-W37,VALV-001,"Ball Valve 1/2""",Valves,285,282,-3,0.010526315789473684
2023-09-18,2023-W38,VALV-001,"Ball Valve 1/2""",Valves,179,210,31,0.17318435754189945
2023-09-25,2023-W39,VALV-001,"Ball Valve 1/2""",Valves,215,190,-25,0.11627906976744186
2023-10-02,2023-W40,VALV-001,"Ball Valve 1/2""",Valves,221,249,28,0.12669683257918551
2023-10-09,2023-W41,VALV-001,"Ball Valve 1/2""",Valves,223,241,18,0.08071748878923767
2023-10-16,2023-W42,VALV-001,"Ball Valve 1/2""",Valves,209,198,-11,0.05263157894736842
2023-10-23,2023-W43,VALV-001,"Ball Valve 1/2""",Valves,227,253,26,0.1145374449339207
2023-10-30,2023-W44,VALV-001,"Ball Valve 1/2""",Valves,217,237,20,0.09216589861751152
2023-11-06,2023-W45,VALV-001,"Ball Valve 1/2""",Valves,208,233,25,0.1201923076923077
2023-11-13,2023-W46,VALV-001,"Ball Valve 1/2""",Valves,239,224,-15,0.06276150627615062
2023-11-20,2023-W47,VALV-001,"Ball Valve 1/2""",Valves,223,252,29,0.13004484304932734
2023-11-27,2023-W48,VALV-001,"Ball Valve 1/2""",Valves,242,226,-16,0.06611570247933884
2023-12-04,2023-W49,VALV-001,"Ball Valve 1/2""",Valves,231,246,15,0.06493506493506493
2023-12-11,2023-W50,VALV-001,"Ball Valve 1/2""",Valves,258,290,32,0.12403100775193798
2023-12-18,2023-W51,VALV-001,"Ball Valve 1/2""",Valves,264,228,-36,0.13636363636363635
2023-12-25,2023-W52,VALV-001,"Ball Valve 1/2""",Valves,307,355,48,0.1563517915309446
2024-01-01,2024-W00,VALV-001,"Ball Valve 1/2""",Valves,329,365,36,0.1094224924012158
2024-01-08,2024-W01,VALV-001,"Ball Valve 1/2""",Valves,325,356,31,0.09538461538461539
2024-01-15,2024-W02,VALV-001,"Ball Valve 1/2""",Valves,351,370,19,0.05413105413105413
2024-01-22,2024-W03,VALV-001,"Ball Valve 1/2""",Valves,289,327,38,0.1314878892733564
2024-01-29,2024-W04,VALV-001,"Ball Valve 1/2""",Valves,292,258,-34,0.11643835616438356
2024-02-05,2024-W05,VALV-001,"Ball Valve 1/2""",Valves,339,355,16,0.0471976401179941
